Hero,Rank,Win Rate,Equipment,Equipment Win Rate,Counters,Synergies
c5016,Ranking: 167 / 335,41.28,"{'0': ['set_speed'], '1': ['set_max_hp', 'set_speed'], '2': ['set_immune', 'set_speed'], '3': ['set_acc', 'set_speed'], '4': ['set_cri', 'set_speed']}","{'0': '44.94', '1': '44.52', '2': '44.33', '3': '36.1', '4': '38.18'}","['c2112', 'c2066', 'c5110']","['c1103', 'c2011', 'c2128']"
c1004,Ranking: 239 / 335,33.33,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}",[],[]
c1136,Ranking: 254 / 335,32.26,"{'0': ['set_cri', 'set_cri_dmg'], '1': ['set_speed'], '2': ['set_acc', 'set_revenge'], '3': ['set_penetrate', 'set_speed'], '4': ['set_cri', 'set_speed']}","{'0': '45.45', '1': '40', '2': '14.29', '3': '50', '4': '100'}","['c5110', 'c1171', 'c2125']","['c1160', 'c6011', 'c1129']"
c1047,Ranking: 112 / 335,45.1,"{'0': ['set_penetrate', 'set_speed'], '1': ['set_res', 'set_res'], '2': ['set_cri', 'set_speed'], '3': ['set_cri_dmg', 'set_immune'], '4': ['set_counter', 'set_cri']}","{'0': '44.87', '1': '51.92', '2': '38.3', '3': '41.18', '4': '66.67'}","['c5110', 'c1104', 'c2112']","['c1099', 'c1050', 'c5004']"
c1110,Ranking: 194 / 335,39.41,"{'0': ['set_acc', 'set_speed'], '1': ['set_speed'], '2': ['set_max_hp', 'set_speed'], '3': ['set_cri', 'set_speed'], '4': ['set_def', 'set_speed']}","{'0': '39.08', '1': '40.66', '2': '33.33', '3': '40', '4': '50'}","['c5110', 'c1103', 'c2011']","['c2011', 'c1133', 'c1163']"
c5050,Ranking: 152 / 335,42.73,"{'0': ['set_acc', 'set_speed'], '1': ['set_cri', 'set_rage'], '2': ['set_speed'], '3': ['set_acc', 'set_counter'], '4': ['set_immune', 'set_speed']}","{'0': '43.92', '1': '41.42', '2': '42.65', '3': '58.82', '4': '40.91'}","['c5110', 'c2011', 'c2112']","['c2126', 'c2103', 'c2011']"
c3103,Ranking: 1 / 335,100,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}",[],[]
c4142,,,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}",[],[]
c1140,Ranking: 234 / 335,34.67,"{'0': ['set_def', 'set_revenge'], '1': ['set_acc', 'set_speed'], '2': ['set_speed'], '3': ['set_max_hp', 'set_speed'], '4': ['set_res', 'set_speed']}","{'0': '42.68', '1': '25.68', '2': '42.86', '3': '28.57', '4': '14.29'}","['c5110', 'c2011', 'c2112']","['c1122', 'c1147', 'c1138']"
c2047,Ranking: 160 / 335,42.19,"{'0': ['set_cri_dmg', 'set_penetrate'], '1': ['set_cri_dmg', 'set_res'], '2': ['set_res', 'set_vampire'], '3': ['set_cri_dmg', 'set_immune'], '4': ['set_penetrate', 'set_vampire']}","{'0': '41.98', '1': '39.27', '2': '40.12', '3': '42.31', '4': '44.75'}","['c5110', 'c1104', 'c2112']","['c5110', 'c2011', 'c2106']"
c5082,Ranking: 189 / 335,39.8,"{'0': ['set_res', 'set_speed'], '1': ['set_max_hp', 'set_speed'], '2': ['set_acc', 'set_speed'], '3': ['set_counter', 'set_res'], '4': ['set_immune', 'set_speed']}","{'0': '39.78', '1': '42.34', '2': '35.04', '3': '40.39', '4': '32.9'}","['c2066', 'c5110', 'c2112']","['c5110', 'c2011', 'c1103']"
c3011,Ranking: 125 / 335,44.44,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}",[],[]
c2125,Ranking: 9 / 335,59.65,"{'0': ['set_speed'], '1': ['set_acc', 'set_speed'], '2': ['set_max_hp', 'set_speed'], '3': ['set_cri', 'set_speed'], '4': ['set_immune', 'set_speed']}","{'0': '60.15', '1': '60.11', '2': '60.65', '3': '57.37', '4': '61.54'}","['c5110', 'c2112', 'c2011']","['c2011', 'c5110', 'c2074']"
c1073,Ranking: 121 / 335,44.52,"{'0': ['set_cri', 'set_speed'], '1': ['set_speed'], '2': ['set_penetrate', 'set_speed'], '3': ['set_acc', 'set_speed'], '4': ['set_speed', 'set_torrent']}","{'0': '46.38', '1': '43.33', '2': '40', '3': '41.86', '4': '50'}","['c2011', 'c5110', 'c2112']","['c1133', 'c5110', 'c2128']"
c3125,Ranking: 224 / 335,35.86,"{'0': ['set_penetrate', 'set_speed'], '1': ['set_cri', 'set_speed'], '2': ['set_speed'], '3': ['set_att', 'set_penetrate'], '4': ['set_cri_dmg', 'set_penetrate']}","{'0': '37.7', '1': '23.08', '2': '57.14', '3': '37.5', '4': '25'}","['c5110', 'c1162', 'c2011']","['c5110', 'c2125', 'c2112']"
c1125,Ranking: 90 / 335,47.04,"{'0': ['set_speed'], '1': ['set_acc', 'set_speed'], '2': ['set_cri', 'set_speed'], '3': ['set_max_hp', 'set_speed'], '4': ['set_res', 'set_speed']}","{'0': '49.04', '1': '45.13', '2': '46.04', '3': '49.34', '4': '50'}","['c2112', 'c2011', 'c5110']","['c5110', 'c1133', 'c2011']"
c1155,Ranking: 249 / 335,33.12,"{'0': ['set_acc', 'set_speed'], '1': ['set_max_hp', 'set_max_hp', 'set_max_hp'], '2': ['set_cri', 'set_cri_dmg'], '3': ['set_speed'], '4': ['set_res', 'set_speed']}","{'0': '30.99', '1': '52.17', '2': '57.89', '3': '31.82', '4': '50'}","['c5110', 'c1103', 'c2011']","['c2103', 'c2112', 'c1076']"
c1015,Ranking: 309 / 335,9.09,"{'0': ['set_cri', 'set_speed'], '1': ['set_acc', 'set_speed'], '2': ['set_max_hp', 'set_max_hp'], '3': ['set_cri', 'set_cri', 'set_cri'], '4': ['set_coop', 'set_coop', 'set_cri']}","{'0': '28.57', '1': '0', '2': '0', '3': '0', '4': '0'}",[],[]
c1146,Ranking: 146 / 335,43.14,"{'0': ['set_cri', 'set_speed'], '1': ['set_cri_dmg', 'set_penetrate'], '2': ['set_penetrate', 'set_speed'], '3': ['set_cri', 'set_cri_dmg'], '4': ['set_cri_dmg', 'set_torrent']}","{'0': '39.4', '1': '45.89', '2': '45.55', '3': '44.19', '4': '49.04'}","['c2125', 'c1162', 'c5110']","['c5110', 'c1153', 'c2112']"
c2089,Ranking: 100 / 335,46.05,"{'0': ['set_acc', 'set_speed'], '1': ['set_speed'], '2': ['set_max_hp', 'set_speed'], '3': ['set_res', 'set_speed'], '4': ['set_cri', 'set_speed']}","{'0': '46.24', '1': '46.54', '2': '42.09', '3': '50.27', '4': '44.57'}","['c5110', 'c2112', 'c2011']","['c5110', 'c2011', 'c1103']"
c1153,Ranking: 21 / 335,54,"{'0': ['set_cri_dmg', 'set_max_hp'], '1': ['set_max_hp', 'set_scar'], '2': ['set_cri', 'set_cri_dmg'], '3': ['set_cri', 'set_scar'], '4': ['set_acc', 'set_scar']}","{'0': '53.63', '1': '58.01', '2': '51.81', '3': '55.52', '4': '59.8'}","['c1162', 'c5110', 'c1104']","['c5110', 'c1104', 'c2011']"
c1127,Ranking: 147 / 335,43.11,"{'0': ['set_penetrate', 'set_speed'], '1': ['set_cri', 'set_speed'], '2': ['set_cri_dmg', 'set_penetrate'], '3': ['set_cri', 'set_cri_dmg'], '4': ['set_speed', 'set_torrent']}","{'0': '45.69', '1': '42.34', '2': '41.94', '3': '39.53', '4': '42.11'}","['c2112', 'c5110', 'c2011']","['c2112', 'c1133', 'c1103']"
c1116,Ranking: 154 / 335,42.46,"{'0': ['set_res', 'set_speed'], '1': ['set_max_hp', 'set_speed'], '2': ['set_immune', 'set_speed'], '3': ['set_speed'], '4': ['set_res']}","{'0': '42.78', '1': '40.44', '2': '62.5', '3': '66.67', '4': '33.33'}","['c5110', 'c2011', 'c1104']","['c5110', 'c2128', 'c2106']"
c1083,Ranking: 310 / 335,0,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}","['c1133', 'c1151', 'c2073']","['m0256', 'c1100', 'c2066']"
c1082,Ranking: 295 / 335,18,"{'0': ['set_cri', 'set_speed'], '1': ['set_att', 'set_cri'], '2': ['set_acc', 'set_speed'], '3': ['set_acc', 'set_cri_dmg'], '4': ['set_cri']}","{'0': '11.11', '1': '40', '2': '50', '3': '50', '4': '100'}","['c5110', 'c2112', 'c2066']","['c2082', 'c5082', 'c1074']"
c2112,Ranking: 17 / 335,54.8,"{'0': ['set_acc', 'set_speed'], '1': ['set_speed'], '2': ['set_res', 'set_speed'], '3': ['set_cri', 'set_speed'], '4': ['set_max_hp', 'set_speed']}","{'0': '54.27', '1': '55.3', '2': '56.16', '3': '56.37', '4': '54.16'}","['c5110', 'c1103', 'c2011']","['c1055', 'c5110', 'c2011']"
c4005,Ranking: 127 / 335,44.26,"{'0': ['set_def', 'set_speed'], '1': ['set_counter', 'set_def'], '2': ['set_max_hp', 'set_speed'], '3': ['set_counter', 'set_res'], '4': ['set_res', 'set_speed']}","{'0': '44.8', '1': '44.76', '2': '48', '3': '46.15', '4': '48'}","['c5110', 'c2112', 'c2011']","['c2112', 'c1103', 'c5110']"
c1143,Ranking: 84 / 335,47.41,"{'0': ['set_speed'], '1': ['set_res', 'set_speed'], '2': ['set_max_hp', 'set_speed'], '3': ['set_immune', 'set_speed'], '4': ['set_cri', 'set_speed']}","{'0': '47.65', '1': '48.99', '2': '45.74', '3': '51.72', '4': '39.43'}","['c5110', 'c2112', 'c2011']","['c5110', 'c2011', 'c2066']"
c2103,Ranking: 177 / 335,40.67,"{'0': ['set_penetrate', 'set_speed'], '1': ['set_penetrate', 'set_vampire'], '2': ['set_cri', 'set_speed'], '3': ['set_cri_dmg', 'set_penetrate'], '4': ['set_cri', 'set_vampire']}","{'0': '40.74', '1': '44.07', '2': '38.57', '3': '31.72', '4': '41.79'}","['c5110', 'c2011', 'c2112']","['c5110', 'c2112', 'c1103']"
c1113,Ranking: 213 / 335,36.49,"{'0': ['set_penetrate', 'set_speed'], '1': ['set_cri', 'set_speed'], '2': ['set_penetrate', 'set_scar'], '3': ['set_max_hp', 'set_speed'], '4': ['set_counter', 'set_max_hp']}","{'0': '44', '1': '20.83', '2': '28.57', '3': '45', '4': '38.1'}","['c1162', 'c1104', 'c5110']","['c5110', 'c1153', 'c2090']"
c2091,Ranking: 145 / 335,43.16,"{'0': ['set_cri', 'set_speed'], '1': ['set_cri', 'set_cri_dmg'], '2': ['set_speed', 'set_torrent'], '3': ['set_rage', 'set_torrent'], '4': ['set_cri_dmg', 'set_torrent']}","{'0': '45.36', '1': '40.16', '2': '57.47', '3': '59.26', '4': '41.67'}","['c5110', 'c2011', 'c1104']","['c1133', 'c1118', 'c2024']"
c4143,Ranking: 239 / 335,33.33,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}",[],[]
c2074,Ranking: 40 / 335,51.29,"{'0': ['set_penetrate', 'set_vampire'], '1': ['set_penetrate', 'set_speed'], '2': ['set_cri_dmg', 'set_penetrate'], '3': ['set_cri', 'set_vampire'], '4': ['set_cri', 'set_speed']}","{'0': '51.6', '1': '54.84', '2': '49.5', '3': '41.36', '4': '49.2'}","['c5110', 'c2011', 'c2112']","['c2125', 'c2112', 'c2011']"
c5001,Ranking: 73 / 335,48.43,"{'0': ['set_max_hp', 'set_speed'], '1': ['set_immune', 'set_speed'], '2': ['set_immune', 'set_shield'], '3': ['set_max_hp', 'set_max_hp', 'set_max_hp'], '4': ['set_res', 'set_speed']}","{'0': '48.05', '1': '50.84', '2': '63.18', '3': '41.61', '4': '51.39'}","['c5110', 'c2112', 'c2011']","['c1171', 'c1076', 'c5110']"
c2050,Ranking: 193 / 335,39.56,"{'0': ['set_cri', 'set_speed'], '1': ['set_cri', 'set_cri_dmg'], '2': ['set_penetrate', 'set_speed'], '3': ['set_cri_dmg', 'set_penetrate'], '4': ['set_cri', 'set_vampire']}","{'0': '38.95', '1': '39.12', '2': '45.22', '3': '38.9', '4': '40.48'}","['c5110', 'c2011', 'c2112']","['c5110', 'c2011', 'c2125']"
c3071,Ranking: 1 / 335,100,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}",[],[]
c2011,Ranking: 27 / 335,52.67,"{'0': ['set_cri_dmg', 'set_torrent'], '1': ['set_cri', 'set_cri_dmg'], '2': ['set_cri_dmg', 'set_res'], '3': ['set_cri_dmg', 'set_penetrate'], '4': ['set_speed', 'set_torrent']}","{'0': '55.87', '1': '49.08', '2': '51.13', '3': '49.78', '4': '61.5'}","['c5110', 'c2112', 'c1133']","['c5110', 'c2112', 'c2125']"
c2032,Ranking: 255 / 335,31.75,"{'0': ['set_counter', 'set_def'], '1': ['set_counter', 'set_penetrate'], '2': ['set_counter', 'set_cri'], '3': ['set_penetrate', 'set_speed'], '4': ['set_def']}","{'0': '36', '1': '28.57', '2': '57.14', '3': '33.33', '4': '100'}","['c5110', 'c2011', 'c2125']","['c2070', 'c1076', 'c2128']"
c3055,Ranking: 195 / 335,39.13,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}","['c2125', 'c2112', 'c2011']","['c2066', 'c1118', 'c2048']"
c1079,Ranking: 283 / 335,23.87,"{'0': ['set_cri_dmg'], '1': ['set_cri', 'set_speed'], '2': ['set_att', 'set_cri'], '3': ['set_counter', 'set_penetrate'], '4': ['set_cri_dmg', 'set_penetrate']}","{'0': '30.95', '1': '25', '2': '18.18', '3': '34.78', '4': '18.52'}","['c1104', 'c1162', 'c5110']","['c2011', 'c5110', 'c1103']"
c1070,Ranking: 37 / 335,51.7,"{'0': ['set_max_hp', 'set_speed'], '1': ['set_max_hp', 'set_max_hp', 'set_max_hp'], '2': ['set_max_hp', 'set_shield'], '3': ['set_immune', 'set_speed'], '4': ['set_immune', 'set_shield']}","{'0': '52.78', '1': '44.85', '2': '57.59', '3': '55.81', '4': '61.81'}","['c5110', 'c2112', 'c2011']","['c5110', 'c1076', 'c1171']"
c3002,Ranking: 55 / 335,50,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}",[],[]
c1171,Ranking: 49 / 335,50.63,"{'0': ['set_immune', 'set_penetrate', 'set_torrent'], '1': ['set_cri_dmg', 'set_immune'], '2': ['set_immune', 'set_speed'], '3': ['set_immune', 'set_vampire'], '4': ['set_penetrate', 'set_speed']}","{'0': '56.74', '1': '51.47', '2': '50.85', '3': '48.47', '4': '48.7'}","['c5110', 'c2011', 'c2112']","['c2112', 'c5110', 'c2125']"
c1163,Ranking: 67 / 335,49.52,"{'0': ['set_res', 'set_speed'], '1': ['set_speed'], '2': ['set_max_hp', 'set_speed'], '3': ['set_immune', 'set_speed'], '4': ['set_acc', 'set_speed']}","{'0': '49.25', '1': '51.57', '2': '46.05', '3': '45.05', '4': '46.61'}","['c5110', 'c2112', 'c2011']","['c2066', 'c2011', 'c1133']"
c1151,Ranking: 118 / 335,44.83,"{'0': ['set_acc', 'set_speed'], '1': ['set_speed'], '2': ['set_immune', 'set_speed'], '3': ['set_cri', 'set_speed'], '4': ['set_max_hp', 'set_speed']}","{'0': '44.09', '1': '46.05', '2': '50.51', '3': '47.79', '4': '41.18'}","['c5110', 'c2011', 'c2112']","['c5110', 'c2011', 'c2112']"
c1066,Ranking: 204 / 335,37.7,"{'0': ['set_penetrate', 'set_speed'], '1': ['set_counter', 'set_penetrate'], '2': ['set_cri_dmg', 'set_penetrate'], '3': ['set_cri', 'set_cri_dmg'], '4': ['set_att', 'set_penetrate']}","{'0': '40.8', '1': '40.71', '2': '35.14', '3': '44.44', '4': '33.33'}","['c5110', 'c2011', 'c2112']","['c1133', 'c1076', 'c1143']"
c1141,Ranking: 148 / 335,43.03,"{'0': ['set_acc', 'set_speed'], '1': ['set_speed'], '2': ['set_immune', 'set_speed'], '3': ['set_acc', 'set_att'], '4': ['set_def', 'set_speed']}","{'0': '46.67', '1': '37.88', '2': '57.14', '3': '30', '4': '31.58'}","['c5110', 'c2011', 'c1103']","['c2112', 'c5110', 'c2066']"
c1133,Ranking: 100 / 335,46.05,"{'0': ['set_penetrate', 'set_speed'], '1': ['set_acc', 'set_speed'], '2': ['set_speed'], '3': ['set_cri', 'set_speed'], '4': ['set_speed', 'set_torrent']}","{'0': '46.4', '1': '47.3', '2': '44.13', '3': '43.49', '4': '50.12'}","['c5110', 'c2011', 'c2112']","['c5110', 'c2112', 'c2011']"
c1162,Ranking: 25 / 335,52.69,"{'0': ['set_max_hp', 'set_speed'], '1': ['set_max_hp', 'set_max_hp', 'set_max_hp'], '2': ['set_max_hp', 'set_max_hp', 'set_res'], '3': ['set_res', 'set_speed'], '4': ['set_def', 'set_max_hp', 'set_max_hp']}","{'0': '53', '1': '51.69', '2': '49.84', '3': '53.38', '4': '53.81'}","['c5110', 'c2112', 'c2011']","['c1104', 'c5110', 'c1153']"
c1114,Ranking: 113 / 335,45.05,"{'0': ['set_counter', 'set_cri'], '1': ['set_counter', 'set_immune'], '2': ['set_counter', 'set_penetrate'], '3': ['set_counter'], '4': ['set_torrent', 'set_vampire']}","{'0': '44.64', '1': '50.55', '2': '41.98', '3': '67.86', '4': '43.33'}","['c5110', 'c2112', 'c2011']","['c5110', 'c2011', 'c2112']"
c2065,Ranking: 162 / 335,42.15,"{'0': ['set_cri', 'set_speed'], '1': ['set_cri', 'set_vampire'], '2': ['set_torrent', 'set_vampire'], '3': ['set_counter', 'set_penetrate'], '4': ['set_vampire']}","{'0': '49.46', '1': '39.05', '2': '47.56', '3': '59.09', '4': '40.91'}","['c2011', 'c5110', 'c1133']","['c2011', 'c1103', 'c1104']"
c2126,Ranking: 12 / 335,55.63,"{'0': ['set_acc', 'set_speed'], '1': ['set_speed'], '2': ['set_immune', 'set_speed'], '3': ['set_max_hp', 'set_speed'], '4': ['set_res', 'set_speed']}","{'0': '55.65', '1': '56.6', '2': '57.9', '3': '50.6', '4': '54.02'}","['c5110', 'c2112', 'c2011']","['c5110', 'c2011', 'c2128']"
c1090,Ranking: 168 / 335,41.23,"{'0': ['set_immune', 'set_speed'], '1': ['set_res', 'set_speed'], '2': ['set_max_hp', 'set_speed'], '3': ['set_max_hp', 'set_res', 'set_res'], '4': ['set_max_hp', 'set_max_hp', 'set_res']}","{'0': '49.45', '1': '40.63', '2': '42.11', '3': '24', '4': '33.33'}","['c5110', 'c2112', 'c2066']","['c1055', 'c4158', 'c2011']"
c6020,Ranking: 95 / 335,46.4,"{'0': ['set_acc', 'set_speed'], '1': ['set_speed'], '2': ['set_acc', 'set_att'], '3': ['set_immune', 'set_speed'], '4': ['set_att']}","{'0': '46.88', '1': '45.48', '2': '55.56', '3': '48.65', '4': '34'}","['c5110', 'c2011', 'c2066']","['c2110', 'c1133', 'c2112']"
c2018,Ranking: 155 / 335,42.45,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}","['c5110', 'c2112', 'c2011']","['c1072', 'c3124', 'c4065']"
c3026,Ranking: 265 / 335,29.73,"{'0': ['set_cri', 'set_speed'], '1': ['set_cri_dmg'], '2': ['set_cri', 'set_cri_dmg'], '3': ['set_max_hp', 'set_speed'], '4': ['set_vampire']}","{'0': '20.83', '1': '50', '2': '100', '3': '100', '4': '100'}",[],[]
c2023,Ranking: 151 / 335,42.79,"{'0': ['set_res', 'set_vampire'], '1': ['set_cri', 'set_vampire'], '2': ['set_vampire'], '3': ['set_max_hp', 'set_res', 'set_res'], '4': ['set_acc', 'set_cri_dmg']}","{'0': '42.26', '1': '42.23', '2': '42.5', '3': '48.09', '4': '31.45'}","['c5110', 'c2011', 'c2112']","['c5110', 'c2011', 'c2128']"
c2029,Ranking: 260 / 335,30.77,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}","['c1103', 'c2128', 'c2066']","['c1133', 'c2110', 'c6017']"
c4052,Ranking: 197 / 335,38.79,"{'0': ['set_speed'], '1': ['set_max_hp', 'set_speed'], '2': ['set_acc', 'set_speed'], '3': ['set_cri', 'set_speed'], '4': ['set_def', 'set_revenge']}","{'0': '41.18', '1': '45.16', '2': '40.63', '3': '15.38', '4': '33.33'}","['c5110', 'c2011', 'c2112']","['c2127', 'c1142', 'c1150']"
c1109,Ranking: 190 / 335,39.77,"{'0': ['set_cri', 'set_speed'], '1': ['set_speed', 'set_torrent'], '2': ['set_immune', 'set_speed'], '3': ['set_penetrate', 'set_speed'], '4': ['set_counter', 'set_cri']}","{'0': '38.91', '1': '47.14', '2': '46.15', '3': '50', '4': '36'}","['c5110', 'c2011', 'c2112']","['c5110', 'c1162', 'c2112']"
c3054,Ranking: 310 / 335,0,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}",[],[]
c0002,Ranking: 175 / 335,40.87,"{'0': ['set_cri', 'set_speed'], '1': ['set_cri_dmg', 'set_max_hp'], '2': ['set_cri', 'set_cri_dmg'], '3': ['set_counter', 'set_cri'], '4': ['set_counter', 'set_torrent']}","{'0': '41.44', '1': '36.42', '2': '44.86', '3': '45.64', '4': '42.86'}","['c5110', 'c1162', 'c2011']","['c4144', 'c2042', 'c1103']"
c3041,,,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}",[],[]
c2015,Ranking: 115 / 335,45.04,"{'0': ['set_res', 'set_speed'], '1': ['set_acc', 'set_speed'], '2': ['set_immune', 'set_speed'], '3': ['set_max_hp', 'set_speed'], '4': ['set_res', 'set_revenge']}","{'0': '45.81', '1': '42.29', '2': '55.22', '3': '44.07', '4': '47.37'}","['c2066', 'c2112', 'c5110']","['c5110', 'c1133', 'c2112']"
c6014,Ranking: 104 / 335,45.86,"{'0': ['set_acc', 'set_speed'], '1': ['set_max_hp', 'set_shield'], '2': ['set_speed'], '3': ['set_cri', 'set_speed'], '4': ['set_acc', 'set_acc', 'set_acc']}","{'0': '47.21', '1': '37.04', '2': '41.54', '3': '38.89', '4': '83.33'}","['c5110', 'c2011', 'c2112']","['c1133', 'c5046', 'c2066']"
c1054,Ranking: 232 / 335,35,"{'0': ['set_res', 'set_speed'], '1': ['set_res', 'set_res', 'set_res'], '2': ['set_res', 'set_revenge'], '3': ['set_counter', 'set_res'], '4': ['set_max_hp', 'set_speed']}","{'0': '36.36', '1': '36.36', '2': '33.33', '3': '33.33', '4': '33.33'}","['c2011', 'c1055', 'c2112']","['c1147', 'c1121', 'c5001']"
c1020,Ranking: 138 / 335,43.53,"{'0': ['set_cri', 'set_speed'], '1': ['set_speed'], '2': ['set_cri'], '3': ['set_immune', 'set_speed'], '4': ['set_coop', 'set_penetrate']}","{'0': '45.73', '1': '20', '2': '55.56', '3': '71.43', '4': '50'}","['c2112', 'c5110', 'c2125']","['c1150', 'c1142', 'c1014']"
c1094,Ranking: 157 / 335,42.44,"{'0': ['set_acc', 'set_speed'], '1': ['set_speed'], '2': ['set_max_hp', 'set_speed'], '3': ['set_acc', 'set_scar'], '4': ['set_counter', 'set_res']}","{'0': '41.63', '1': '43.75', '2': '48.57', '3': '45.45', '4': '57.14'}","['c5110', 'c2011', 'c2112']","['c1133', 'c2039', 'c1103']"
c1089,Ranking: 134 / 335,43.89,"{'0': ['set_max_hp', 'set_speed'], '1': ['set_immune', 'set_speed'], '2': ['set_res', 'set_speed'], '3': ['set_speed'], '4': ['set_cri', 'set_speed']}","{'0': '40.67', '1': '46.72', '2': '46.5', '3': '42.22', '4': '42.24'}","['c5110', 'c2112', 'c2011']","['c5110', 'c2011', 'c1103']"
c1161,Ranking: 131 / 335,44.04,"{'0': ['set_cri', 'set_vampire'], '1': ['set_cri_dmg', 'set_penetrate'], '2': ['set_penetrate', 'set_vampire'], '3': ['set_cri', 'set_cri_dmg'], '4': ['set_counter', 'set_cri']}","{'0': '44.15', '1': '42.89', '2': '41.85', '3': '43.1', '4': '46.56'}","['c5110', 'c1055', 'c2112']","['c1162', 'c5110', 'c1104']"
c4025,Ranking: 238 / 335,33.57,"{'0': ['set_max_hp', 'set_scar'], '1': ['set_cri', 'set_scar'], '2': ['set_penetrate', 'set_scar'], '3': ['set_immune', 'set_scar'], '4': ['set_immune', 'set_vampire']}","{'0': '36.08', '1': '20.83', '2': '50', '3': '100', '4': '33.33'}","['c2112', 'c1055', 'c2106']","['c2165', 'c1156', 'c4144']"
c4123,Ranking: 139 / 335,43.39,"{'0': ['set_res', 'set_res', 'set_res'], '1': ['set_res', 'set_speed'], '2': ['set_res', 'set_res'], '3': ['set_counter', 'set_res'], '4': ['set_max_hp', 'set_res', 'set_res']}","{'0': '43.82', '1': '49.25', '2': '48.08', '3': '44.34', '4': '34.15'}","['c5110', 'c2112', 'c2011']","['c1129', 'c2023', 'c4158']"
c2090,Ranking: 52 / 335,50.39,"{'0': ['set_acc', 'set_speed'], '1': ['set_res', 'set_speed'], '2': ['set_max_hp', 'set_speed'], '3': ['set_immune', 'set_speed'], '4': ['set_speed']}","{'0': '49.15', '1': '51.78', '2': '53.22', '3': '56.24', '4': '45.71'}","['c5110', 'c2112', 'c2011']","['c5110', 'c2011', 'c2112']"
c1010,,,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}",[],[]
c3064,Ranking: 178 / 335,40.64,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}","['c5110', 'c2112', 'c2066']","['c1142', 'c1150', 'c2112']"
c5009,Ranking: 176 / 335,40.78,"{'0': ['set_cri_dmg', 'set_torrent'], '1': ['set_cri_dmg', 'set_max_hp'], '2': ['set_cri', 'set_vampire'], '3': ['set_att', 'set_cri'], '4': ['set_cri', 'set_cri_dmg']}","{'0': '48.54', '1': '35.87', '2': '41.43', '3': '45.31', '4': '40.68'}","['c5110', 'c2112', 'c2011']","['c1153', 'c2112', 'c5110']"
c4023,Ranking: 306 / 335,11.11,"{'0': ['set_att'], '1': ['set_cri_dmg', 'set_penetrate'], '2': ['set_cri', 'set_speed'], '3': ['set_acc', 'set_speed'], '4': ['set_penetrate', 'set_speed']}","{'0': '100', '1': '100', '2': '0', '3': '0', '4': '0'}",[],[]
c3162,Ranking: 215 / 335,36.36,"{'0': [], '1': [], '2': [], '3': [], '4': []}","{'0': -1, '1': -1, '2': -1, '3': -1, '4': -1}",[],[]
c1156,Ranking: 26 / 335,52.68,"{'0': ['set_max_hp', 'set_speed'], '1': ['set_max_hp', 'set_shield'], '2': ['set_counter', 'set_max_hp'], '3': ['set_immune', 'set_shield'], '4': ['set_max_hp', 'set_max_hp', 'set_max_hp']}","{'0': '50', '1': '59.13', '2': '51.4', '3': '57.24', '4': '49.12'}","['c5110', 'c2011', 'c2112']","['c1162', 'c5110', 'c2090']"
c1124,Ranking: 273 / 335,26.67,"{'0': ['set_penetrate', 'set_speed'], '1': ['set_speed', 'set_torrent'], '2': ['set_att'], '3': ['set_speed'], '4': ['set_att', 'set_penetrate']}","{'0': '31.46', '1': '31.25', '2': '100', '3': '14.29', '4': '15.38'}","['c1104', 'c5110', 'c1162']","['c1133', 'c2112', 'c1162']"
